name,synonyms,cellosaurus_accession,disease_id,id,tissue_id,depmap_id,cell_model_passport_id,cosmic_id,ccle_name,expression_data,UMLS_CUI,tumour_location
FU-OV-1,FU-OV-1; FUOV1,CVCL_2047,C105555,421,8.0,ACH-000574,SIDM01040,1240129,FUOV1_OVARY,BROAD_DepMap,C3642254,no access
T98G,T98G; T 98 G; T-98G; T98 G; T98-G,CVCL_0556,C3058,92,1.0,ACH-000571,SIDM01171,687586,T98G_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,no access
EW-1,EW-1; EW1; IARC-EW1; IARC-EW-1; IARC-EW 1,CVCL_1208,C4817,403,11.0,ACH-002110,SIDM00205,949163,EW1_BONE,,C0553580,no access
BC-1,BC-1; BC1,CVCL_1079,C6915,176,4.0,ACH-002214,SIDM00896,910919,BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C1292753,no access
MDA-MB-330,MDA-MB-330; MDAMB330; MDA-330; MDA330; MD Anderson-Metastatic Breast-330,CVCL_0619,C4872,895,2.0,ACH-001358,SIDM00631,1330941,MDAMB330_BREAST,CellModelPassport,C0678222,
WM115,WM115; WM-115; WM 115; WM115F; WM115-mel; WM115mel; WC00079,CVCL_0040,C3224,1607,10.0,ACH-000304,SIDM01000,909784,WM115_SKIN,BROAD_DepMap,C0025202,no access
MKN45,MKN45; MKN-45; MKN 45,CVCL_0434,C4004,932,16.0,ACH-000356,SIDM00247,925340,MKN45_STOMACH,BROAD_DepMap,C0278701,no access
NCI-H2052,NCI-H2052; H2052; H-2052; H2052_MM; NCIH2052,CVCL_1518,C45663,1059,20.0,ACH-000153,SIDM00713,688058,NCIH2052_PLEURA,BROAD_DepMap,C1709578,Pleura (Mesothelioma)
TCCSUP,TCCSUP; TCCSuP; TCC-SUP; TCC Sup,CVCL_1738,C4912,1525,17.0,ACH-000720,SIDM01190,687459,TCCSUP_URINARY_TRACT,BROAD_DepMap,C0699885,no access
CHL-1,CHL-1; CHL1,CVCL_1122,C3224,257,10.0,ACH-001024,SIDM01228,910853,CHL1_SKIN,CellModelPassport,C0025202,no access
CRO-AP2,CRO-AP2; CRO-AP/2; CROAP2; AP2,CVCL_1147,C6915,322,4.0,ACH-002220,SIDM00952,906807,CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C1292753,no access
Kuramochi,Kuramochi; KURAMOCHI,CVCL_1345,C105555,800,8.0,ACH-000524,SIDM00554,909975,KURAMOCHI_OVARY,BROAD_DepMap,C3642254,no access
UWB1289,UWB1289; UWB1.289; UWB1-289,CVCL_B079,C4908,87,8.0,ACH-001418,SIDM00815,1480374,UWB1289_OVARY,BROAD_DepMap,C0677886,
DoTc2 4510,DoTc2 4510; DoTc2-4510; DOTC2-4510; DoTc2,CVCL_1181,C9039,362,24.0,ACH-001341,SIDM00864,906843,DOTC24510_CERVIX,BROAD_DepMap,C0302592,no access
NB1,NB1; NB-1; NB-I; NB 1,CVCL_1440,C3270,975,21.0,ACH-000804,SIDM00578,949179,NB1_AUTONOMIC_GANGLIA,BROAD_DepMap,C2751421,no access
TOV-21G,TOV-21G; TOV-21g; TOV21G; TOV21,CVCL_3613,C40078,1557,8.0,ACH-000885,SIDM01169,1240222,TOV21G_OVARY,BROAD_DepMap,C1518693,
MOLT-4,MOLT-4; Molt-4; MOLT 4; Molt 4; MOLT.4; MOLT4; Molt4; GM02219; GM2219C,CVCL_0013,C9142,43,4.0,ACH-001127,SIDM00145,905958,MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0279592,no access
IOSE-397,IOSE-397; IOSE 397; IOSE397,CVCL_5541,,666,8.0,,SIDM00060,1479992,,,,
8505C,8505C; 8505c,CVCL_1054,C3878,141,18.0,ACH-001307,SIDM00996,924102,8505C_THYROID,BROAD_DepMap,C0238461,no access
D283 Med,D283 Med; D283 MED; D283-MED; D-283 Med; D-283MED; D283MED; D283Med; D283-Med; D-283; D283; Med 283; H283,CVCL_1155,C3222,337,1.0,ACH-000055,SIDM00888,906834,D283MED_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0025149,no access
OCI-Ly19,OCI-Ly19; OCI-LY19; OCI-LY-19; OCI-Ly 19; OCI Ly19; OCILY-19; OCILY19; Ly19; LY19,CVCL_1878,C36080,1179,4.0,ACH-000124,SIDM00460,1330984,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1333295,no access
KOPN-8,KOPN-8; Kopn-8; KOPN8,CVCL_1866,C9140,779,4.0,ACH-001106,SIDM01034,1330933,KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0279584,no access
Mono-Mac-6,Mono-Mac-6; MONO-MAC-6; Mono-mac-6; MONO-MAC 6; Mono Mac 6; Mono Mac6; MonoMac 6; MonoMac6; MONOMAC6; MM6,CVCL_1426,C8263,953,4.0,ACH-000006,SIDM01023,908148,MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0280634,no access
ETK-1,ETK-1; ETK1,CVCL_1206,C35417,400,28.0,ACH-002237,SIDM00276,906861,ETK1_BILIARY_TRACT,CellModelPassport,C0345905,no access
RPMI7951,RPMI7951; RPMI 7951; RPMI7951; Roswell Park Memorial Institute 7951,CVCL_1666,C3224,63,10.0,ACH-000348,SIDM01087,910903,RPMI7951_SKIN,BROAD_DepMap,C0025202,no access
NCI-H1694,NCI-H1694; H1694; H-1694; NCIH1694,CVCL_1489,C4917,1033,7.0,ACH-000431,SIDM00741,688006,NCIH1694_LUNG,BROAD_DepMap,C0149925,no access
G-mel,G-mel; G-MEL,CVCL_W798,C3510,427,10.0,ACH-002121,SIDM00129,1240130,GMEL_SKIN,CellModelPassport,C0151779,no access
Capan-1,Capan-1; CaPan-1; CAPAN-1; Capan 1; CAPAN 1; Capan1; CAPAN1,CVCL_0237,C9120,245,12.0,ACH-000354,SIDM00934,753624,CAPAN1_PANCREAS,BROAD_DepMap,C1335302,Pancreas (Carcinoma; Ductal carcinoma)
KP-N-YN,KP-N-YN; KPNYN,CVCL_1341,C3270,788,21.0,ACH-000227,SIDM00556,907314,KPNYN_AUTONOMIC_GANGLIA,BROAD_DepMap,C2751421,no access
Rh18,Rh18; RH18; RH-18; Rh-18; SJRH-18; SJRH18,CVCL_1659,C3749,1287,13.0,ACH-000689,SIDM00454,971774,RH18_SOFT_TISSUE,BROAD_DepMap,C0206655,no access
ROS-50,ROS-50; Ros-50; ROS.50; ROS 50; Ros 50; ROS50; Ros50; Rotterdam Suspension cell line no. 50,CVCL_1887,C8851,1297,4.0,ACH-001639,SIDM00415,1331025,ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0079744,no access
EMC-BAC-2,EMC-BAC-2; EMCBAC2,CVCL_X487,C2926,386,7.0,ACH-002102,SIDM00047,1503370,EMCBAC2_LUNG,CellModelPassport,C0007131,
MOLP-8,MOLP-8; MOLP8,CVCL_2124,C3242,948,4.0,ACH-000745,SIDM00434,1330950,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0026764,no access
NCI-H460,NCI-H460; NCI.H460; H460; H-460; NCIH460; NCI-HUT-460; NCI-460; NCIH460,CVCL_0459,C4450,51,7.0,ACH-000463,SIDM00144,905943,NCIH460_LUNG,BROAD_DepMap,C0345958,no access
SK-MG-1,SK-MG-1; SKMG1; AJ,CVCL_1698,C60781,1369,1.0,ACH-002304,SIDM00379,909729,SKMG1_CENTRAL_NERVOUS_SYSTEM,CellModelPassport,C0004114,no access
SNU-61,SNU-61; SNU61; NCI-SNU-61,CVCL_5078,C9383,1436,6.0,ACH-000532,SIDM00194,1660035,SNU61_LARGE_INTESTINE,BROAD_DepMap,C0149978,no access
ZR-75-30,ZR-75-30; ZR75-30; ZR7530,CVCL_1661,C4194,1634,2.0,ACH-000828,SIDM00971,909907,ZR7530_BREAST,BROAD_DepMap,C1134719,Breast (Carcinoma; Ductal carcinoma)
TUR,TUR; TPA-U937-resistant,CVCL_1775,C8263,1564,4.0,ACH-002314,SIDM01205,909773,TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0280634,no access
LS513,LS513; LS-513; LS 513,CVCL_1386,C5543,864,6.0,ACH-000007,SIDM00677,907795,LS513_LARGE_INTESTINE,BROAD_DepMap,C1332866,Large intestine; Caecum (Carcinoma; Adenocarcinoma)
Jiyoye,Jiyoye; JIYOYE; Jijoye; JIJOYE; P-2003; P3 (Jiyoye); P3-Jiyoye; P-3J; P3J; Jiyoye(P-2003); Jiyoye (P-2003); JiyoyeP-2003; OB2; GM04678,CVCL_1317,C27694,706,4.0,ACH-002252,SIDM00808,907268,JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C1333427,no access
NCI-H1648,NCI-H1648; H1648; H-1648; NCIH1648,CVCL_1482,C3512,1028,7.0,ACH-000766,SIDM00746,687799,NCIH1648_LUNG,BROAD_DepMap,C0152013,no access
CAMA-1,CAMA-1; Cama-1; CAMA1; CAMA,CVCL_1115,C5214,243,2.0,ACH-000783,SIDM00920,946382,CAMA1_BREAST,BROAD_DepMap,C0858252,Breast (Carcinoma)
BC-3,BC-3; BC3,CVCL_1080,C6915,178,4.0,ACH-002215,SIDM00895,910918,BC3_PLEURA,CellModelPassport,C1292753,no access
SNU-449,SNU-449; SNU449; NCI-SNU-449,CVCL_0454,C3099,1425,31.0,ACH-000420,SIDM01194,909738,SNU449_LIVER,BROAD_DepMap,C0019204,Liver (Carcinoma; Hepatocellular carcinoma)
Fu97,Fu97; FU97; FU-97,CVCL_2908,C4004,422,16.0,ACH-000633,SIDM00503,1290806,FU97_STOMACH,BROAD_DepMap,C0278701,no access
MDA-MB-453,MDA-MB-453; MDA-MB 453; MDA MB 453; MDA-MB453; MDAMB453; MDA-453; MDA453; MD Anderson-Metastatic Breast-453,CVCL_0418,C5214,898,2.0,ACH-000910,SIDM00272,908122,MDAMB453_BREAST,BROAD_DepMap,C0858252,no access
VMRC-RCZ,VMRC-RCZ; VMRCRCZ; Virginia Mason Research Center-Renal Cancer Z,CVCL_1791,C9385,1604,5.0,ACH-000171,SIDM00317,909781,VMRCRCZ_KIDNEY,BROAD_DepMap,C1861854,no access
BEN,BEN,CVCL_1082,C2926,184,7.0,ACH-000603,SIDM00990,753534,BEN_LUNG,BROAD_DepMap,C0007131,no access
NCI-H1395,NCI-H1395; H1395; H-1395; NCIH1395,CVCL_1467,C3512,1014,7.0,ACH-000327,SIDM00644,684681,NCIH1395_LUNG,BROAD_DepMap,C0152013,no access
IOSE-523,IOSE-523; IOSE 523; IOSE523; IOSE-523(-); IOSE-523-,CVCL_E234,,667,8.0,,SIDM00059,1479993,,,,no access
BB65-RCC,BB65-RCC; BB65 RCC; BB65RCC; BB65,CVCL_1078,C9385,175,5.0,ACH-002090,SIDM00191,753533,BB65RCC_KIDNEY,CellModelPassport,C1861854,no access
CAL-12T,CAL-12T; Cal-12T; CAL 12T; CAL12T; CAL 12; Centre Antoine Lacassagne-12T,CVCL_1105,C2926,228,7.0,ACH-000826,SIDM00939,753540,CAL12T_LUNG,BROAD_DepMap,C0007131,Lung (Carcinoma; Non small cell carcinoma)
NCI-H378,NCI-H378; H378; H-378; NCIH378,CVCL_1560,C4917,1112,7.0,ACH-002173,SIDM00915,688022,NCIH378_LUNG,CellModelPassport,C0149925,no access
DAN-G,DAN-G; Dan-G; DanG; DANG,CVCL_0243,C8294,339,12.0,ACH-000243,SIDM00950,1290797,DANG_PANCREAS,BROAD_DepMap,C0281361,no access
RPMI-8866,RPMI-8866; RPMI 8866; RPMI8866; Roswell Park Memorial Institute 8866; R8866,CVCL_1668,C3174,1301,4.0,ACH-002302,SIDM00482,910544,RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0023473,Haematopoietic and lymphoid (Haematopoietic neoplasm; Chronic myeloid leukaemia)
NU-DUL-1,NU-DUL-1; NUDUL-1; NUDUL1,CVCL_1877,C36081,1163,4.0,ACH-000287,SIDM00443,1330982,NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1333296,no access
A-253,A-253; A 253; A253,CVCL_1060,C7991,146,19.0,ACH-000740,SIDM00796,906794,A253_SALIVARY_GLAND,BROAD_DepMap,C0279697,no access
D-502MG,D-502MG; D-502 MG; D502MG,CVCL_1162,C3058,334,1.0,ACH-002229,SIDM00208,946373,D502MG_CENTRAL_NERVOUS_SYSTEM,CellModelPassport,C0017636,no access
EW-18,EW-18; EW18; IARC-EW-18,CVCL_1213,C4817,408,11.0,ACH-002115,SIDM00197,949164,EW18_BONE,CellModelPassport,C0553580,no access
SBC-5,SBC-5; SBC5,CVCL_1679,C4917,1319,7.0,ACH-000670,SIDM00368,713880,SBC5_LUNG,BROAD_DepMap,C0149925,Lung (Carcinoma; Small cell carcinoma)
TK [Human B-cell lymphoma],TK [Human B-cell lymphoma]; Tk,CVCL_3216,C3457,1550,4.0,ACH-002313,SIDM00323,1331045,TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,,no access
C-4-I,C-4-I; C-4I; C-4 I; C-4-i; C4-I; C4-1; C4 I; C4I; C41; Hs 636.T; Hs 636 T,CVCL_2253,C27676,215,24.0,ACH-001334,SIDM00905,687506,C4I_CERVIX,BROAD_DepMap,C1334052,no access
Ramos.2G6.4C10,Ramos.2G6.4C10; RAMOS.2G6.4C10; Ramos-2G6-4C10; RAMOS-2G6-4C10; Ramos 2G6.4C10; Ramos 2G6 4C10; RAMOS2G64C10; Ramos.G6.C10; Ramos G6.C10,CVCL_1646,C2912,1267,4.0,ACH-002300,SIDM01247,910401,RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0006413,no access
Hs 746.T,Hs 746.T; Hs 746T; HS 746T; Hs-746T; HS-746T; Hs746T; HS746T; Hs746-T; 746T,CVCL_0333,C4004,606,16.0,ACH-000616,SIDM00665,1240151,HS746T_STOMACH,BROAD_DepMap,C0278701,no access
EN,EN,CVCL_2034,C7558,387,14.0,ACH-000978,SIDM01045,1240127,EN_ENDOMETRIUM,BROAD_DepMap,C0476089,no access
SNU-1040,SNU-1040; SNU1040; NCI-SNU-1040,CVCL_5003,C4349,1397,6.0,ACH-000999,SIDM00217,1659823,SNU1040_LARGE_INTESTINE,BROAD_DepMap,C0338106,
Caov-4,Caov-4; CaOv-4; CaOV-4; CAOV-4; CAOV4; Caov4,CVCL_0202,C105555,244,8.0,ACH-000103,SIDM00918,949090,CAOV4_OVARY,BROAD_DepMap,C3642254,no access
SW156,SW156; SW-156; SW 156,CVCL_1719,C9385,1492,5.0,ACH-001398,SIDM01162,1240220,SW156_KIDNEY,BROAD_DepMap,C1861854,
OVCA420,OVCA420; OVCA 420; OvCa 420; OVCA-420; OVCAR-420; OVCAR 420; OVCAR420,CVCL_3935,C7550,1205,8.0,ACH-002181,SIDM00967,1480364,OVCA420_OVARY,CellModelPassport,C1335177,no access
EW-12,EW-12; EW12; IARC-EW12; IARC-EW-12; IARC-EW 12,CVCL_1210,C4817,405,11.0,ACH-002112,SIDM00200,949162,EW12_BONE,CellModelPassport,C0553580,no access
KYAE-1,KYAE-1; KYAE1; KYAE,CVCL_1825,C4025,802,26.0,ACH-001544,SIDM00530,1503368,KYAE1_OESOPHAGUS,CellModelPassport,C0279628,no access
PSN1,PSN1; PSN-1,CVCL_1644,C8294,1261,12.0,ACH-000320,SIDM00469,910546,PSN1_PANCREAS,BROAD_DepMap,C0281361,no access
CTB-1,CTB-1; CTB1,CVCL_1149,C8851,325,4.0,ACH-002221,SIDM00283,949088,CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0079744,no access
JHU-022,JHU-022; JHU-022-SCC; JHU022; JHU-O22; JHU-22; HNSCC 022; O22; 022,CVCL_5991,C4044,698,23.0,ACH-002250,SIDM00127,1240162,JHU022_UPPER_AERODIGESTIVE_TRACT,CellModelPassport,C0280324,no access
NCI-H345,NCI-H345; H345; H-345; NCI H345; NCIH345,CVCL_1558,C4917,1110,7.0,ACH-001364,SIDM00719,688021,NCIH345_LUNG,CellModelPassport,C0149925,no access
WM1552C,WM1552C; WM-1552C; WM 1552C; WM-1552; WM1552; EST73,CVCL_6472,C3510,1609,10.0,ACH-002205,SIDM00976,1299078,WM1552C_SKIN,CellModelPassport,C0151779,no access
COR-L105,COR-L105; CORL105; COR-L 105,CVCL_1138,C3512,298,7.0,ACH-000161,SIDM00513,906805,CORL105_LUNG,BROAD_DepMap,C0152013,no access
EKVX,EKVX; ,CVCL_1195,C2926,18,7.0,ACH-000706,SIDM00119,905970,EKVX_LUNG,BROAD_DepMap,C0007131,no access
RXF 393,RXF 393; RXF393L; RXF-393 L; RXF-393; RXF 393; RXF.393; RXF393; RXF 393NL,CVCL_1673,C9385,65,5.0,ACH-002195,SIDM00086,905978,RXF393_KIDNEY,CellModelPassport,C1861854,no access
A-204,A-204; A204,CVCL_1058,C8971,145,13.0,ACH-000201,SIDM00798,910784,A204_SOFT_TISSUE,BROAD_DepMap,C0206656,no access
TE-12,TE-12; TE12,CVCL_1762,C4024,1533,26.0,ACH-002311,SIDM00023,946356,TE12_OESOPHAGUS,CellModelPassport,C0279626,no access
SiSo,SiSo; SISO,CVCL_2193,C27677,1344,24.0,ACH-001650,SIDM00394,1240212,SISO_CERVIX,BROAD_DepMap,C1334053,no access
OAW28,OAW28; OAW-28; OAW 28,CVCL_1614,C105555,1170,8.0,ACH-000116,SIDM00481,946360,OAW28_OVARY,BROAD_DepMap,C3642254,no access
KMRC-20,KMRC-20; KMRC20,CVCL_2986,C4033,759,5.0,ACH-000250,SIDM00609,1298169,KMRC20_KIDNEY,BROAD_DepMap,C4225533,no access
D-263MG,D-263MG; D-263 MG; D263MG,CVCL_1154,C3058,330,1.0,ACH-002225,SIDM00732,946368,D263MG_CENTRAL_NERVOUS_SYSTEM,CellModelPassport,C0017636,Central nervous system; Brain (Glioma; Astrocytoma)
AU565,AU565; AU-565; AU 565,CVCL_1074,C5214,169,2.0,ACH-000248,SIDM00898,910704,AU565_BREAST,BROAD_DepMap,C0858252,Breast (Carcinoma)
LK-2,LK-2; LK 2; LK2,CVCL_1377,C3493,839,7.0,ACH-000769,SIDM00548,687787,LK2_LUNG,BROAD_DepMap,C0149782,Lung (Carcinoma; Non small cell carcinoma)
NCI-H1693,NCI-H1693; H1693; H-1693; NCIH1693,CVCL_1488,C3512,1032,7.0,ACH-000021,SIDM00742,687802,NCIH1693_LUNG,BROAD_DepMap,C0152013,no access
EM-2,EM-2; EM2,CVCL_1196,C7320,384,4.0,ACH-000295,SIDM01047,906855,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1327920,no access
Hs 683,Hs 683; HS 683; HS-683; Hs-683; Hs683; HS683; Hs 683.T; HS 683T; Hs683T,CVCL_0844,C3288,597,1.0,ACH-000067,SIDM00666,1240150,HS683_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0751396,no access
DBTRG-05MG,DBTRG-05MG; DBTRG.05MG; DBTRG05MG; DBTRG,CVCL_1169,C3058,343,1.0,ACH-000863,SIDM00867,906835,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,no access
KE-37,KE-37; KE 37; KE37,CVCL_1327,C9142,740,4.0,ACH-000101,SIDM01003,907277,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0279592,no access
MFH-ino,MFH-ino; MFH-INO,CVCL_1407,C4247,916,13.0,ACH-002271,SIDM00299,925343,MFHINO_SOFT_TISSUE,CellModelPassport,C3549501,Soft tissue; Fibrous tissue and uncertain origin (Undifferentiated sarcoma; Pleomorphic)
HOS,HOS,CVCL_0312,C9145,573,11.0,ACH-000613,SIDM00806,907060,HOS_BONE,BROAD_DepMap,C0029463,no access
SW837,SW837; SW-837; SW 837,CVCL_1729,C9383,80,6.0,ACH-000421,SIDM00833,909755,SW837_LARGE_INTESTINE,BROAD_DepMap,C0149978,no access
CS-1 [Human chondrosarcoma],CS-1 [Human chondrosarcoma]; CS1; CHSA cell line,CVCL_T023,C2946,324,11.0,ACH-002099,SIDM00199,1290795,CS1_BONE,CellModelPassport,C0008479,
EJM,EJM,CVCL_2030,C3242,383,4.0,ACH-000821,SIDM01048,1297447,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0026764,
TGBC24TKB,TGBC24TKB; TGBC-24-TKB,CVCL_1770,C3844,1546,28.0,ACH-002312,SIDM00267,910695,TGBC24TKB_BILIARY_TRACT,CellModelPassport,C0235782,no access
NCI-H1838,NCI-H1838; H1838; H-1838; NCIH1838,CVCL_1499,C3512,1042,7.0,ACH-000733,SIDM00769,687807,NCIH1838_LUNG,BROAD_DepMap,C0152013,no access
HuH-1,HuH-1; huH-1; HUH-1; huH 1; HuH1; HUh1; HUH1,CVCL_2956,C3099,641,31.0,ACH-000475,SIDM00586,1298146,HUH1_LIVER,BROAD_DepMap,C0019204,
NCI-H2141,NCI-H2141; H2141; H-2141; NCIH2141,CVCL_1534,C4917,1072,7.0,ACH-001138,SIDM00699,688014,NCIH2141_LUNG,CellModelPassport,C0149925,no access
NCI-H128,NCI-H128; NCI-H-128; H128; H-128; NCI-128; NCIH128,CVCL_1460,C4917,1006,7.0,ACH-002286,SIDM00650,753597,NCIH128_LUNG,CellModelPassport,C0149925,no access
NCI-H1573,NCI-H1573; H1573; H-1573; NCIH1573,CVCL_1478,C3512,1024,7.0,ACH-000916,SIDM00749,908472,NCIH1573_LUNG,BROAD_DepMap,C0152013,no access
GCT,GCT; Giant Cell Tumor,CVCL_1229,C4247,434,13.0,ACH-000835,SIDM00853,906999,GCT_SOFT_TISSUE,BROAD_DepMap,C3549501,no access
A2780,A2780; A-2780; 2780; A2780S,CVCL_0134,C7979,3,8.0,ACH-000657,SIDM00210,906804,A2780_OVARY,BROAD_DepMap,C0346163,no access
RERF-LC-Sq1,RERF-LC-Sq1; RERF-LC-Sq-1; RERFLCSQ1; RERFLCSq1; Radiation Effects Research Foundation-Lung Cancer-Squamous 1,CVCL_1656,C3493,1284,7.0,ACH-000442,SIDM00354,1298538,RERFLCSQ1_LUNG,BROAD_DepMap,C0149782,no access
SW900,SW900; SW-900; SW 900,CVCL_1731,C3493,1507,7.0,ACH-000669,SIDM01158,724879,SW900_LUNG,BROAD_DepMap,C0149782,Lung (Carcinoma; Non small cell carcinoma)
COLO 205,COLO 205; Colo 205; CoLo 205; COLO-205; Colo-205; COLO.205; Colo205; COLO205; Co 205,CVCL_0218,C4349,13,6.0,ACH-001039,SIDM00826,905961,COLO205_LARGE_INTESTINE,CellModelPassport,C0338106,no access
LS180,LS180; LS-180; LS 180,CVCL_0397,C4349,862,6.0,ACH-000957,SIDM00680,998189,LS180_LARGE_INTESTINE,BROAD_DepMap,C0338106,
ARH-77,ARH-77; ARH 77; ARH77,CVCL_1072,,164,4.0,ACH-002210,SIDM00900,906765,ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,,no access
RCC10RGB,RCC10RGB; RCC-10RGB; RCC10 RGB; 10RGB; RGB,CVCL_1647,C9385,1269,5.0,ACH-000189,SIDM00235,909974,RCC10RGB_KIDNEY,BROAD_DepMap,C1861854,no access
PL4,PL4; PL-4,CVCL_S976,C9120,1256,12.0,ACH-002186,SIDM00042,1298533,PL4_PANCREAS,CellModelPassport,C1335302,no access
NCI-H2171,NCI-H2171; H2171; H-2171; NCIH2171,CVCL_1536,C4917,1074,7.0,ACH-000525,SIDM00733,688015,NCIH2171_LUNG,BROAD_DepMap,C0149925,no access
G-292 clone A141B1,"G-292 clone A141B1; G 292 Clone A 141B1; G-292, clone A141B1; G-292; G292",CVCL_2909,C9145,423,11.0,ACH-000082,SIDM00858,1290807,G292CLONEA141B1_BONE,BROAD_DepMap,C0029463,no access
Karpas-1106P,Karpas-1106P; Karpas-1106p; KARPAS-1106P; Karpas 1106P; KARPAS 1106P; KARPAS1106P; Karpas1106P; Karpas-1106; Karpas 1106; Karpas1106; K1106,CVCL_1821,C9280,727,4.0,ACH-002254,SIDM01011,1327773,KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C1292754,no access
SK-ES-1,SK-ES-1; Sk-Es-1; Sk-ES-1; SK ES 01; SK-ES1; SKES-1; SKES1; SK-ES,CVCL_0627,C4817,1358,11.0,ACH-000087,SIDM01111,684072,SKES1_BONE,BROAD_DepMap,C0553580,no access
SW1271,SW1271; SW-1271; SW 1271,CVCL_1716,C4917,1487,7.0,ACH-000890,SIDM01156,1299062,SW1271_LUNG,BROAD_DepMap,C0149925,
NCI-H740,NCI-H740; H740; H-740; NCIH740,CVCL_1586,C4917,1134,7.0,ACH-002175,SIDM01118,1331055,NCIH740_LUNG,CellModelPassport,C0149925,no access
MOG-G-UVW,MOG-G-UVW; MOG-GUVW; MOGGUVW; GO-G-UVW; G-UVW; UVW,CVCL_2614,C9477,943,1.0,ACH-001126,SIDM00504,908145,MOGGUVW_CENTRAL_NERVOUS_SYSTEM,CellModelPassport,C0334579,no access
SK-GT-2,SK-GT-2; SKGT2,CVCL_2194,C8398,1359,16.0,ACH-001653,SIDM00393,1503364,SKGT2_STOMACH,BROAD_DepMap,C0345799,no access
EW-3,EW-3; EW3; IARC-EW3; IARC-EW-3; IARC-EW 3,CVCL_1216,C4817,411,11.0,ACH-002118,SIDM00202,949161,EW3_BONE,CellModelPassport,C0553580,no access
NCI-H2810,NCI-H2810; H2810; H-2810; NCIH2810,CVCL_U999,C45662,1101,20.0,ACH-002133,SIDM00311,1240137,NCIH2810_PLEURA,CellModelPassport,C1709574,
KP-N-RT-BM-1,KP-N-RT-BM-1; KPNRTBM1; RT-BM-1; RT-BM 1; KP-N-RT-BM; RT-BM; KP-N-RT,CVCL_1339,C3270,786,21.0,ACH-000345,SIDM00557,924189,KPNRTBM1_AUTONOMIC_GANGLIA,BROAD_DepMap,C2751421,no access
OCUM-1,OCUM-1; OCUM1; Osaka City University Medical school-1,CVCL_3084,C5250,1184,16.0,ACH-000247,SIDM00568,1298358,OCUM1_STOMACH,BROAD_DepMap,C1335965,
SW1710,SW1710; SW-1710; SW 1710,CVCL_1721,C4912,1494,17.0,ACH-000566,SIDM00420,909749,SW1710_URINARY_TRACT,BROAD_DepMap,C0699885,no access
HT,HT,CVCL_1290,C36080,630,4.0,ACH-000914,SIDM00661,907063,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1333295,no access
KMOE-2,KMOE-2; KMOE2; Kmoe2,CVCL_1332,C7152,756,4.0,ACH-002258,SIDM01019,907280,KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,,no access
COLO 792,COLO 792; COLO-792; COLO792,CVCL_1134,C3224,289,10.0,ACH-000968,SIDM00140,906814,COLO792_SKIN,BROAD_DepMap,C0025202,no access
CESS,CESS; Cess,CVCL_0209,C9154,252,4.0,ACH-002218,SIDM00917,910688,CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0220615,no access
Panc 02.03,Panc 02.03; PANC-02-03; Panc_02_03; Panc02.03; Panc 2.03; Panc2.03; Panc2_03; PANC 203; Panc203; PANC203; PANC0203; Panc0203,CVCL_1633,C8294,1222,12.0,ACH-000042,SIDM01139,1298475,PANC0203_PANCREAS,BROAD_DepMap,C0281361,no access
