name,synonyms,cellosaurus_accession,disease_id,id,tissue_id,depmap_id,cell_model_passport_id,cosmic_id,ccle_name,expression_data,UMLS_CUI,Tumour_Location
MZ-PC-1,MZ-PC-1; MZPC-1; MZ1-PC; MZ1PC,CVCL_1434,C9120,969,12.0,ACH-002164,SIDM00053,753595.0,MZ1PC_PANCREAS,CellModelPassport,C1335302,Pancreas (Carcinoma; Ductal carcinoma)
NALM-1,NALM-1; Nalm-1; NALM 1; NALM1; Nalm1,CVCL_0091,C7320,970,4.0,ACH-000462,SIDM01686,,NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1327920,No COSMIC ID
NALM-19,NALM-19; NALM19; Nalm19,CVCL_1835,C8644,971,4.0,ACH-000130,SIDM01685,,NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C4227542,No COSMIC ID
NALM-6,NALM-6; Nalm-6; NALM 6; Nalm 6; NALM6; Nalm6; NALM-6-M1,CVCL_0092,C9143,972,4.0,ACH-000938,SIDM00429,908158.0,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0279593,Haematopoietic and lymphoid (Lymphoid neoplasm; Acute lymphoblastic B cell leukaemia)
Namalwa,Namalwa; NAMALWA; Namalva; NAMALVA; NWA; NK62a,CVCL_0067,C27694,973,4.0,ACH-000944,SIDM00641,908159.0,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1333427,Not Found
NB(TU)1,NB(TU)1; NBTU1; NB(TU)1-10; NB (TU) 1-10,CVCL_3041,C3270,974,21.0,ACH-002277,SIDM00579,1240181.0,NBTU110_AUTONOMIC_GANGLIA,CellModelPassport,C2751421,Not Found
NB1,NB1; NB-1; NB-I; NB 1,CVCL_1440,C3270,975,21.0,ACH-000804,SIDM00578,949179.0,NB1_AUTONOMIC_GANGLIA,BROAD_DepMap,C2751421,Autonomic ganglia (Neuroblastoma)
NB4,NB4; NB-4; NB.4,CVCL_0005,C3182,976,4.0,ACH-000294,SIDM00428,1323913.0,NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0023487,Not Found
NB69,NB69; NB-69; NB_69; NB 69; NB69-RIKEN,CVCL_1448,C3270,977,21.0,ACH-002083,SIDM00244,,NB69_AUTONOMIC_GANGLIA,CellModelPassport,C2751421,No COSMIC ID
NBsusSR,NBsusSR; NBSUSSR,CVCL_1450,C3270,978,21.0,ACH-002340,SIDM00002,,NBSUSSR_AUTONOMIC_GANGLIA,CellModelPassport,C2751421,No COSMIC ID
NCC-IT,NCC-IT; NCCIT,CVCL_1451,C6341,979,33.0,ACH-001578,SIDM00655,908441.0,NCCIT_TESTIS,BROAD_DepMap,C0238448,Testis (Germ cell tumour; Mixed; Teratocarcinoma)
NCC-StC-K140,NCC-StC-K140; NCCStCK140; NCCSTCK140; K140,CVCL_3055,C4911,980,16.0,ACH-000110,SIDM01682,,NCCSTCK140_STOMACH,BROAD_DepMap,C0699791,No COSMIC ID
NCC010,NCC010,CVCL_X505,C9385,981,5.0,ACH-002167,SIDM00231,1509073.0,NCC010_KIDNEY,CellModelPassport,C1861854,Not Found
NCC021,NCC021,CVCL_X506,C9385,982,5.0,ACH-002168,SIDM00232,1509074.0,NCC021_KIDNEY,CellModelPassport,C1861854,Not Found
NCE-G 111,NCE-G 111; NCE-G111; G-111; G111; NeuroChirurgie Eppendorf-Glioma 111,CVCL_N739,C3058,983,1.0,,,,,,C0017636,No COSMIC ID
NCE-G 112,NCE-G 112; NCE G-112; NCE G 112; NCE-G112; G-112; G112; NeuroChirurgie Eppendorf-Glioma 112,CVCL_N740,C3058,984,1.0,,,,,,C0017636,No COSMIC ID
NCE-G 118,NCE-G 118; NCE G-118; NCE-G118; G-118; G118; NeuroChirurgie Eppendorf-Glioma 118,CVCL_N741,C3058,985,1.0,,,,,,C0017636,No COSMIC ID
NCE-G 120,NCE-G 120; NCE G 120; NCE-G120; G-120; G120; NeuroChirurgie Eppendorf-Glioma 120,CVCL_N742,C3058,986,1.0,,,,,,C0017636,No COSMIC ID
NCE-G 121,NCE-G 121; NCE-G121; G-121; G121; NeuroChirurgie Eppendorf-Glioma 121,CVCL_N743,C3058,987,1.0,,,,,,C0017636,No COSMIC ID
NCE-G 122,NCE-G 122; NCE G 122; NCE-G122; G-122; G122; NeuroChirurgie Eppendorf-Glioma 122,CVCL_N744,C3058,988,1.0,,,,,,C0017636,No COSMIC ID
NCE-G 124,NCE-G 124; NCE G 124; NCE-G124; G-124; G124; NeuroChirurgie Eppendorf-Glioma 124,CVCL_N746,C9477,989,1.0,,,,,,C0334579,No COSMIC ID
NCE-G 130,NCE-G 130; NCE G 130; NCE-G130; G-130; G130; NeuroChirurgie Eppendorf-Glioma 130,CVCL_N747,C9477,990,1.0,,,,,,C0334579,No COSMIC ID
NCE-G 140,NCE-G 140; NCE-G140; G-140; G140; NeuroChirurgie Eppendorf-Glioma 140,CVCL_N748,C3058,991,1.0,,,,,,C0017636,No COSMIC ID
NCE-G 141,NCE-G 141; NCE-G141; G-141; G141; NeuroChirurgie Eppendorf-Glioma 141,CVCL_N749,C3058,992,1.0,,,,,,C0017636,No COSMIC ID
NCE-G 142,NCE-G 142; NCE-G142; G-142; G142; NeuroChirurgie Eppendorf-Glioma 142,CVCL_N750,C3058,993,1.0,,,,,,C0017636,No COSMIC ID
NCE-G 22,NCE-G 22; NCE G-22; NCE G 22; NCE-G22; G-22; G22; NeuroChirurgie Eppendorf-Glioma 22,CVCL_N723,C9477,994,1.0,,,,,,C0334579,No COSMIC ID
NCE G-28T,NCE G-28T; NCE-G28T; G28T,CVCL_0V15,C3796,995,1.0,,,,,,C0206726,No COSMIC ID
NCE-G 44,NCE-G 44; NCE G 44; NCE-G44; G-44; G44; NeuroChirurgie Eppendorf-Glioma 44,CVCL_N727,C3058,996,1.0,,,,,,C0017636,No COSMIC ID
NCE-G 59,NCE-G 59; NCE-G59; G-59; G59; NeuroChirurgie Eppendorf-Glioma 59,CVCL_N729,C9477,997,1.0,,,,,,C0334579,No COSMIC ID
NCE-G 61,NCE-G 61; NCE-G61; G-61; G61; NeuroChirurgie Eppendorf-Glioma 61,CVCL_N731,C9477,998,1.0,,,,,,C0334579,No COSMIC ID
NCE-G 84,NCE-G 84; NCE G 84; NCE-G84; G-84; G84; NeuroChirurgie Eppendorf-Glioma 84,CVCL_N735,C9477,999,1.0,,,,,,C0334579,No COSMIC ID
NCE-G 96,NCE-G 96; NCE-G96; G-96; G96; NeuroChirurgie Eppendorf-Glioma 96,CVCL_N736,C9477,1000,1.0,,,,,,C0334579,No COSMIC ID
NCI-H1048,NCI-H1048; H1048; H-1048; NCIH1048,CVCL_1453,C4917,1001,7.0,ACH-000866,SIDM00654,687995.0,NCIH1048_LUNG,BROAD_DepMap,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H1092,NCI-H1092; H1092; H-1092; NCIH1092,CVCL_1454,C4917,1002,7.0,ACH-000514,SIDM00653,687997.0,NCIH1092_LUNG,BROAD_DepMap,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H1105,NCI-H1105; H1105; H-1105; NCIH1105,CVCL_1455,C4917,1003,7.0,ACH-000780,SIDM00652,908468.0,NCIH1105_LUNG,BROAD_DepMap,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H1155,NCI-H1155; H1155; H-1155; NCIH1155; NCI-1155,CVCL_1456,C4450,1004,7.0,ACH-000980,SIDM00651,908467.0,NCIH1155_LUNG,BROAD_DepMap,C0345958,Lung (Carcinoma; Small cell carcinoma; Large cell variant)
NCI-H1184,NCI-H1184; H1184; H-1184; NCIH1184,CVCL_1458,C4917,1005,7.0,ACH-000523,SIDM01679,,NCIH1184_LUNG,BROAD_DepMap,C0149925,No COSMIC ID
NCI-H128,NCI-H128; NCI-H-128; H128; H-128; NCI-128; NCIH128,CVCL_1460,C4917,1006,7.0,ACH-002286,SIDM00650,753597.0,NCIH128_LUNG,CellModelPassport,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H1299,NCI-H1299; H1299; H-1299; NCIH1299,CVCL_0060,C4450,1007,7.0,ACH-000510,SIDM00649,724831.0,NCIH1299_LUNG,BROAD_DepMap,C0345958,Lung (Carcinoma; Non small cell carcinoma)
NCI-H1304,NCI-H1304; H1304; H-1304; NCIH1304,CVCL_1462,C4917,1008,7.0,ACH-002169,SIDM00648,753599.0,NCIH1304_LUNG,CellModelPassport,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H1339,NCI-H1339; H1339; H-1339; NCIH1339,CVCL_A472,C4917,1009,7.0,ACH-000921,SIDM01387,,NCIH1339_LUNG,BROAD_DepMap,C0149925,No COSMIC ID
NCI-H1341,NCI-H1341; H1341; H-1341; NCIH1341,CVCL_1463,C4917,1010,7.0,ACH-000129,SIDM00646,1330964.0,NCIH1341_LUNG,BROAD_DepMap,C0149925,Not Found
NCI-H1355,NCI-H1355; H1355; H-1355; NCIH1355,CVCL_1464,C3512,1011,7.0,ACH-000666,SIDM00645,724866.0,NCIH1355_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Non small cell carcinoma)
NCI-H1373,NCI-H1373; H1373; H-1373; NCIH1373,CVCL_1465,C3512,1012,7.0,ACH-000845,SIDM01677,,NCIH1373_LUNG,BROAD_DepMap,C0152013,No COSMIC ID
NCI-H1385,NCI-H1385; H1385; H-1385; NCIH1385,CVCL_1466,C3493,1013,7.0,ACH-000737,SIDM01676,,NCIH1385_LUNG,BROAD_DepMap,C0149782,No COSMIC ID
NCI-H1395,NCI-H1395; H1395; H-1395; NCIH1395,CVCL_1467,C3512,1014,7.0,ACH-000327,SIDM00644,684681.0,NCIH1395_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Non small cell carcinoma)
NCI-H1404,NCI-H1404; H1404; H-1404,CVCL_1468,C5650,1015,7.0,,,,,,C1335325,No COSMIC ID
NCI-H1417,NCI-H1417; H1417; H-1417; NCIH1417,CVCL_1469,C4917,1016,7.0,ACH-001591,SIDM00642,688001.0,NCIH1417_LUNG,CellModelPassport,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H1435,NCI-H1435; H1435; H-1435; NCIH1435,CVCL_1470,C2926,1017,7.0,ACH-000852,SIDM00658,1298347.0,NCIH1435_LUNG,BROAD_DepMap,C0007131,Not Found
NCI-H1436,NCI-H1436; H1436; H-1436; NCIH1436,CVCL_1471,C4917,1018,7.0,ACH-000830,SIDM00697,908469.0,NCIH1436_LUNG,BROAD_DepMap,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H1437,NCI-H1437; H1437; H-1437; NCIH1437,CVCL_1472,C3512,1019,7.0,ACH-000589,SIDM00734,687794.0,NCIH1437_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Non small cell carcinoma)
NCI-H146,NCI-H146; H146; H-146; NCIH146,CVCL_1473,C4917,1020,7.0,ACH-000506,SIDM00698,910899.0,NCIH146_LUNG,BROAD_DepMap,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H1522,NCI-H1522; H1522; H-1522,CVCL_1474,C4917,1021,7.0,,,,,,C0149925,No COSMIC ID
NCI-H1563,NCI-H1563; H1563; H-1563; NCIH1563,CVCL_1475,C3512,1022,7.0,ACH-000892,SIDM00751,753600.0,NCIH1563_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Adenocarcinoma)
NCI-H1568,NCI-H1568; H1568; H-1568; NCIH1568,CVCL_1476,C3512,1023,7.0,ACH-000869,SIDM00750,1298348.0,NCIH1568_LUNG,BROAD_DepMap,C0152013,Not Found
NCI-H1573,NCI-H1573; H1573; H-1573; NCIH1573,CVCL_1478,C3512,1024,7.0,ACH-000916,SIDM00749,908472.0,NCIH1573_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Adenocarcinoma)
NCI-H1581,NCI-H1581; H1581; H-1581; NCIH1581,CVCL_1479,C4450,1025,7.0,ACH-000015,SIDM00748,908471.0,NCIH1581_LUNG,BROAD_DepMap,C0345958,Lung (Carcinoma; Large cell carcinoma)
NCI-H1618,NCI-H1618; H1618; H-1618; NCIH1618,CVCL_1480,C4917,1026,7.0,ACH-000179,SIDM01675,,NCIH1618_LUNG,BROAD_DepMap,C0149925,No COSMIC ID
NCI-H1623,NCI-H1623; H1623; H-1623; NCIH1623,CVCL_1481,C3512,1027,7.0,ACH-000744,SIDM00747,687798.0,NCIH1623_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Non small cell carcinoma)
NCI-H1648,NCI-H1648; H1648; H-1648; NCIH1648,CVCL_1482,C3512,1028,7.0,ACH-000766,SIDM00746,687799.0,NCIH1648_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Non small cell carcinoma)
NCI-H1651,NCI-H1651; H1651; H-1651; NCIH1651,CVCL_1484,C3512,1029,7.0,ACH-000893,SIDM00744,910900.0,NCIH1651_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Adenocarcinoma)
NCI-H1666,NCI-H1666; H1666; H-1666; H1666_DA; NCIH1666,CVCL_1485,C2923,1030,7.0,ACH-000448,SIDM00743,908473.0,NCIH1666_LUNG,BROAD_DepMap,C2750265,Lung (Carcinoma; Bronchioloalveolar adenocarcinoma)
NCI-H1688,NCI-H1688; H1688; H-1688; NCIH1688,CVCL_1487,C4917,1031,7.0,ACH-002170,SIDM00792,1298349.0,NCIH1688_LUNG,CellModelPassport,C0149925,Not Found
NCI-H1693,NCI-H1693; H1693; H-1693; NCIH1693,CVCL_1488,C3512,1032,7.0,ACH-000021,SIDM00742,687802.0,NCIH1693_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Non small cell carcinoma)
NCI-H1694,NCI-H1694; H1694; H-1694; NCIH1694,CVCL_1489,C4917,1033,7.0,ACH-000431,SIDM00741,688006.0,NCIH1694_LUNG,BROAD_DepMap,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H1703,NCI-H1703; H1703; H-1703; NCIH1703,CVCL_1490,C3493,1034,7.0,ACH-000747,SIDM00740,908474.0,NCIH1703_LUNG,BROAD_DepMap,C0149782,Lung (Carcinoma; Mixed adenosquamous carcinoma)
NCI-H1734,NCI-H1734; H1734; H-1734; NCIH1734,CVCL_1491,C3512,1035,7.0,ACH-000675,SIDM00739,722058.0,NCIH1734_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Adenocarcinoma)
NCI-H1755,NCI-H1755; H1755; H-1755; NCIH1755,CVCL_1492,C3512,1036,7.0,ACH-000282,SIDM00738,908475.0,NCIH1755_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Adenocarcinoma)
NCI-H1770,NCI-H1770; H1770; H-1770; NCIH1770,CVCL_1493,C2926,1037,7.0,ACH-001362,SIDM00737,687804.0,NCIH1770_LUNG,CellModelPassport,C0007131,Lung (Carcinoma; Non small cell carcinoma)
NCI-H1781,NCI-H1781; H1781; H-1781; NCIH1781,CVCL_1494,C2923,1038,7.0,ACH-000379,SIDM00754,1298350.0,NCIH1781_LUNG,BROAD_DepMap,C2750265,Not Found
NCI-H1792,NCI-H1792; H1792; H-1792; NCIH1792,CVCL_1495,C3512,1039,7.0,ACH-000496,SIDM00771,724868.0,NCIH1792_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Non small cell carcinoma)
NCI-H1793,NCI-H1793; H1793; H-1793; NCIH1793,CVCL_1496,C3512,1040,7.0,ACH-000888,SIDM00755,908463.0,NCIH1793_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Adenocarcinoma)
NCI-H1836,NCI-H1836; H1836; H-1836; NCIH1836,CVCL_1498,C4917,1041,7.0,ACH-000559,SIDM00770,1240182.0,NCIH1836_LUNG,BROAD_DepMap,C0149925,Not Found
NCI-H1838,NCI-H1838; H1838; H-1838; NCIH1838,CVCL_1499,C3512,1042,7.0,ACH-000733,SIDM00769,687807.0,NCIH1838_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Non small cell carcinoma)
NCI-H1869,NCI-H1869; H1869; H-1869; NCIH1869,CVCL_1500,C3493,1043,7.0,ACH-000894,SIDM00768,1240183.0,NCIH1869_LUNG,BROAD_DepMap,C0149782,Not Found
NCI-H187,NCI-H187; H187; H-187; NCIH187,CVCL_1501,C4917,1044,7.0,ACH-001136,SIDM00767,688007.0,NCIH187_LUNG,CellModelPassport,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H1876,NCI-H1876; H1876; H-1876; NCIH1876,CVCL_1503,C4917,1045,7.0,ACH-000586,SIDM00766,1330972.0,NCIH1876_LUNG,BROAD_DepMap,C0149925,Not Found
NCI-H1882,NCI-H1882; H1882; H-1882,CVCL_1504,C4917,1046,7.0,,SIDM00764,753602.0,,,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H1915,NCI-H1915; H1915; H-1915; NCIH1915,CVCL_1505,C2926,1047,7.0,ACH-000434,SIDM00763,1240184.0,NCIH1915_LUNG,BROAD_DepMap,C0007131,Not Found
NCI-H1926,NCI-H1926; H1926; H-1926,CVCL_1506,C4917,1048,7.0,,,,,,C0149925,No COSMIC ID
NCI-H1930,NCI-H1930; H1930; H-1930; NCIH1930,CVCL_1507,C4917,1049,7.0,ACH-000870,SIDM01672,,NCIH1930_LUNG,BROAD_DepMap,C0149925,No COSMIC ID
NCI-H1944,NCI-H1944; H1944; H-1944; NCIH1944,CVCL_1508,C3512,1050,7.0,ACH-000414,SIDM00762,1240185.0,NCIH1944_LUNG,BROAD_DepMap,C0152013,Not Found
NCI-H196,NCI-H196; H196; H-196; NCIH196,CVCL_1509,C4917,1051,7.0,ACH-000752,SIDM00761,1240186.0,NCIH196_LUNG,BROAD_DepMap,C0149925,Not Found
NCI-H1963,NCI-H1963; H1963; H-1963; NCIH1963,CVCL_1510,C4917,1052,7.0,ACH-000729,SIDM00760,688010.0,NCIH1963_LUNG,BROAD_DepMap,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H1975,NCI-H1975; H1975; H-1975; NCIH1975,CVCL_1511,C3512,1053,7.0,ACH-000587,SIDM00759,924244.0,NCIH1975_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Adenocarcinoma)
NCI-H1993,NCI-H1993; H1993; H-1993; NCIH1993,CVCL_1512,C3512,1054,7.0,ACH-001137,SIDM00758,908476.0,NCIH1993_LUNG,CellModelPassport,C0152013,Lung (Carcinoma; Adenocarcinoma)
NCI-H2009,NCI-H2009; H2009; H-2009; NCIH2009,CVCL_1514,C3512,1055,7.0,ACH-000886,SIDM00756,724873.0,NCIH2009_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Non small cell carcinoma)
NCI-H2023,NCI-H2023; H2023; H-2023; NCIH2023,CVCL_1515,C3512,1056,7.0,ACH-000781,SIDM00753,1240187.0,NCIH2023_LUNG,BROAD_DepMap,C0152013,Not Found
NCI-H2029,NCI-H2029; H2029; H-2029; NCIH2029,CVCL_1516,C4917,1057,7.0,ACH-000298,SIDM00735,688011.0,NCIH2029_LUNG,BROAD_DepMap,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H2030,NCI-H2030; H2030; H-2030; NCIH2030,CVCL_1517,C3512,1058,7.0,ACH-000521,SIDM00715,722045.0,NCIH2030_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Adenocarcinoma)
NCI-H2052,NCI-H2052; H2052; H-2052; H2052_MM; NCIH2052,CVCL_1518,C45663,1059,20.0,ACH-000153,SIDM00713,688058.0,NCIH2052_PLEURA,BROAD_DepMap,C1709578,Pleura (Mesothelioma)
NCI-H2066,NCI-H2066; H2066; H-2066; NCIH2066,CVCL_1520,C3493,1060,7.0,ACH-000727,SIDM00711,1330973.0,NCIH2066_LUNG,CellModelPassport,C0149782,Not Found
NCI-H2073,NCI-H2073; H2073; H-2073; NCIH2073,CVCL_1521,C3512,1061,7.0,ACH-000590,SIDM00757,,NCIH2073_LUNG,BROAD_DepMap,C0152013,No COSMIC ID
NCI-H2081,NCI-H2081; H2081; H-2081; NCIH2081,CVCL_1522,C4917,1062,7.0,ACH-000394,SIDM00710,908480.0,NCIH2081_LUNG,BROAD_DepMap,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H2085,NCI-H2085; H2085; H-2085; NCIH2085,CVCL_1523,C3512,1063,7.0,ACH-000451,SIDM00709,687812.0,NCIH2085_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Non small cell carcinoma)
NCI-H2087,NCI-H2087; H2087; H-2087; NCIH208,CVCL_1524,C3512,1064,7.0,ACH-000841,SIDM00708,724834.0,NCIH2087_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Non small cell carcinoma)
NCI-H209,NCI-H209; H209; H-209; NCIH209,CVCL_1525,C4917,1065,7.0,ACH-000290,SIDM00706,688013.0,NCIH209_LUNG,BROAD_DepMap,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H2106,NCI-H2106; NCI H2106; H2106; H-2106; NCIH2106,CVCL_1526,C4450,1066,7.0,ACH-000904,SIDM01668,,NCIH2106_LUNG,BROAD_DepMap,C0345958,No COSMIC ID
NCI-H2107,NCI-H2107; H2107; H-2107; NCIH2107,CVCL_1527,C4917,1067,7.0,,,,,,C0149925,No COSMIC ID
NCI-H211,NCI-H211; H211; H-211; NCIH211,CVCL_1529,C4917,1068,7.0,ACH-000639,SIDM00704,1240189.0,NCIH211_LUNG,BROAD_DepMap,C0149925,Not Found
NCI-H2110,NCI-H2110; H2110; H-2110; NCIH2110,CVCL_1530,C2926,1069,7.0,ACH-000929,SIDM00703,1298351.0,NCIH2110_LUNG,BROAD_DepMap,C0007131,Not Found
NCI-H2126,NCI-H2126; H2126; H-2126; NCIH2126,CVCL_1532,C4450,1070,7.0,ACH-000785,SIDM00775,,NCIH2126_LUNG,BROAD_DepMap,C0345958,No COSMIC ID
NCI-H2135,NCI-H2135; H2135; H-2135; NCIH2135,CVCL_1533,C2926,1071,7.0,ACH-001363,SIDM00700,1298352.0,NCIH2135_LUNG,CellModelPassport,C0007131,Not Found
NCI-H2141,NCI-H2141; H2141; H-2141; NCIH2141,CVCL_1534,C4917,1072,7.0,ACH-001138,SIDM00699,688014.0,NCIH2141_LUNG,CellModelPassport,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H2170,NCI-H2170; H2170; H-2170; NCIH2170,CVCL_1535,C3493,1073,7.0,ACH-000481,SIDM00716,687815.0,NCIH2170_LUNG,BROAD_DepMap,C0149782,Lung (Carcinoma; Non small cell carcinoma)
NCI-H2171,NCI-H2171; H2171; H-2171; NCIH2171,CVCL_1536,C4917,1074,7.0,ACH-000525,SIDM00733,688015.0,NCIH2171_LUNG,BROAD_DepMap,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H2172,NCI-H2172; H2172; H-2172; NCIH2172,CVCL_1537,C2926,1075,7.0,ACH-000924,SIDM00926,1298353.0,NCIH2172_LUNG,BROAD_DepMap,C0007131,Not Found
NCI-H2196,NCI-H2196; H2196; H-2196; NCIH2196,CVCL_1539,C4917,1076,7.0,ACH-000399,SIDM00731,908481.0,NCIH2196_LUNG,BROAD_DepMap,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H2198,NCI-H2198; H2198; H-2198,CVCL_1540,C4917,1077,7.0,,,,,,C0149925,No COSMIC ID
NCI-H220,NCI-H220; H220; H-220,CVCL_1541,C4917,1078,7.0,,,,,,C0149925,No COSMIC ID
NCI-H2227,NCI-H2227; H2227; H-2227; NCIH2227,CVCL_1542,C4917,1079,7.0,ACH-000610,SIDM00730,688018.0,NCIH2227_LUNG,BROAD_DepMap,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H2228,NCI-H2228; H2228; H-2228; NCIH2228,CVCL_1543,C3512,1080,7.0,ACH-000447,SIDM00729,687816.0,NCIH2228_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Non small cell carcinoma)
NCI-H2286,NCI-H2286; H2286; H-2286; NCIH2286,CVCL_1545,C3493,1081,7.0,ACH-000912,SIDM00017,,NCIH2286_LUNG,BROAD_DepMap,C0149782,No COSMIC ID
NCI-H2291,NCI-H2291; H2291; H-2291; NCIH2291,CVCL_1546,C3512,1082,7.0,ACH-000718,SIDM00728,724874.0,NCIH2291_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Non small cell carcinoma)
NCI-H2342,NCI-H2342; H2342; H-2342; NCIH2342,CVCL_1549,C3512,1083,7.0,ACH-000951,SIDM00727,687819.0,NCIH2342_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Non small cell carcinoma)
NCI-H2347,NCI-H2347; H2347; H-2347; NCIH2347,CVCL_1550,C3512,1084,7.0,ACH-000875,SIDM00726,687820.0,NCIH2347_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Non small cell carcinoma)
NCI-H2369,NCI-H2369; H2369; H-2369,CVCL_A532,C7376,1085,20.0,ACH-002123,SIDM00104,1290808.0,H2369_PLEURA,CellModelPassport,C0812413,Not Found
NCI-H2373,NCI-H2373; H2373; H-2373; NCIH2373,CVCL_A533,C45663,1086,20.0,ACH-002124,SIDM00103,1290809.0,NCIH2373_PLEURA,CellModelPassport,C1709578,Not Found
NCI-H2405,NCI-H2405; H2405; H-2405; NCIH2405,CVCL_1551,C3512,1087,7.0,ACH-000121,SIDM00724,687821.0,NCIH2405_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Non small cell carcinoma)
NCI-H2444,NCI-H2444; H2444; H-2444; NCIH244,CVCL_1552,C2926,1088,7.0,ACH-000186,SIDM00723,1298356.0,NCIH2444_LUNG,BROAD_DepMap,C0007131,Not Found
NCI-H2452,NCI-H2452; H2452; H-2452; NCIH2452,CVCL_1553,C45665,1089,20.0,ACH-000092,SIDM00722,908462.0,NCIH2452_PLEURA,BROAD_DepMap,C1709570,Pleura (Mesothelioma)
NCI-H2461,NCI-H2461; H2461; H-2461; NCIH2461,CVCL_A536,C45662,1090,20.0,ACH-002125,SIDM00102,1290810.0,NCIH2461_PLEURA,CellModelPassport,C1709574,Not Found
NCI-H250,NCI-H250; H250; H-250; NCIH250,CVCL_1554,C4917,1091,7.0,ACH-002171,SIDM00721,924241.0,NCIH250_LUNG,CellModelPassport,C0149925,Lung (Carcinoma; Small cell carcinoma)
NCI-H2591,NCI-H2591; H2591; H-2591; NCIH2591,CVCL_A543,C45662,1092,20.0,ACH-002126,SIDM00101,1240131.0,NCIH2591_PLEURA,CellModelPassport,C1709574,Not Found
NCI-H2595,NCI-H2595; H2595; H-2595; NCIH2595,CVCL_A545,C45662,1093,20.0,ACH-002127,SIDM00100,1240132.0,NCIH2595_PLEURA,CellModelPassport,C1709574,Not Found
NCI-H2596,NCI-H2596; H2596; H-2596,CVCL_A546,C45663,1094,20.0,,,,,,C1709578,No COSMIC ID
NCI-H2722,NCI-H2722; H2722; H-2722; NCIH2722,CVCL_U994,C7376,1095,20.0,ACH-002128,SIDM00099,1290812.0,NCIH2722_PLEURA,CellModelPassport,C0812413,Not Found
NCI-H2731,NCI-H2731; H2731; H-2731; NCIH2731,CVCL_U995,C45663,1096,20.0,ACH-002129,SIDM00098,1240134.0,NCIH2731_PLEURA,CellModelPassport,C1709578,Not Found
NCI-H2795,NCI-H2795; H2795; H-2795; NCIH2795,CVCL_U996,C45662,1097,20.0,ACH-002130,SIDM00154,1290813.0,NCIH2795_PLEURA,CellModelPassport,C1709574,Not Found
